===== TABLE 1 =====
修订日期 | 版本 | 更改条款及内容 | 修订人
20250526 | 1.0 | 值域代码初版 | 裴卓
20250630 | 1.1 | 添加药品耗材服务项目值域 | 裴卓
20250703 | 1.2 | 修正LY.00.251 | 裴卓
20250725 | 1.3 | 新增：(1)LY.00.303 发生区域、(2)LY.00.304 相关因素类别 | 裴卓
20250806 | 1.4 | 删除值域： CV03.00.302 厨房排风设施类别代码表 CV03.00.303 燃料类型代码 CV03.00.115 饮水类别代码表 CV03.00.304 厕所类别代码表 LY.00.217 居住类型 LY.00.218 主要生活来源 LY.00.94 社会活动类型 LY.00.16 护理照顾情况代码 LY.00.15个人健康状况 LY.00.23 结案原因 LY.00.220 进餐评分代码 LY.00.221 梳洗评分代码 LY.00.222 穿衣评分代码 LY.00.223 活动评分代码 LY.00.219 如厕评分代码 LY.00.134中医保健指导代码 LY.00.171检查症状代码 LY.00.191老年人健康状态代码 LY.00.194老年人生活自理代码 LY.00.74 运动频率代码 LY.00.114 乳腺情况代码 LY.00.113 乳头（左）编码 LY.00.112 阴道代码 LY.00.56 罗音情况代码 LY.00.212 脑血管疾病情况代码 LY.00.121 肾脏疾病情况代码 LY.00.145 心脏疾病情况代码 LY.00.157血管疾病情况代码 LY.00.159 眼部疾病情况代码 LY.00.139 危险因素控制情况代码 LY.00.172 健教形式代码 LY.00.177 接收健康教育人员类别代码 LY.00.151 子宫颈临床表现代码 LY.00.185 附件症状代码 LY.00.169 既往史代码 LY.00.189 个人史代码 LY.00.123 孕产史代码 LY.00.115 胎盘娩出代码 LY.00.116 乳腺增生（左）编码 LY.00.118产时并发症 LY.00.35 健康指导情况代码 LY.00.163 出生情况代码 LY.00.199 家族成员所患疾病类别代码表 LY.00.225 母亲妊娠期间患病情况代码 LY.00.128 指导类型代码 LY.00.226 随访月龄代码 LY.00.168 公卫疾病诊断代码 LY.00.227公卫体弱原因类型代码 LY.00.229 体弱儿随访记录表评估代码 LY.00.170 家庭年人均收入代码 LY.00.230 转归类型代码 LY.00.124 诊断依据代码 LY.00.129 地点类型代码 LY.00.175 接生者类型代码 LY.00.130 死亡分类代码 LY.00.22 诊断级别代码 LY.00.141 未治疗原因代码 LY.00.14 其他心脑血管疾病危险因素代码 LY.00.13 并存的相关疾病代码 LY.00.232 高血压症状编码 LY.00.11 病人来源代码 LY.00.34 症状编码 LY.00.32 就业情况代码 LY.00.33 最近一次治疗效果 LY.00.28 危险行为代码 LY.00.25 失访原因 LY.00.27 危险级别编码 LY.00.122 生产劳动及工作编码 LY.00.29 治疗效果编码 LY.00.30 康复措施编码 LY.00.176 肺结核症状代码 LY.00.24 督导人员选择 LY.00.228 停止治疗原因代码 LY.00.43 疾病代码 LY.00.18 病人所属区域名称 LY.00.21 疾病分类代码 LY.00.8 信息类别名称 LY.00.119 事件等级代码 LY.00.224 医疗卫生机构类别代码 LY.00.10 事件信息来源代码 LY.00.150 主要症状代码 LY.00.7 信息类别 LY.00.44 父亲(母亲、兄弟姐妹、子女)患病代码 LY.00.45 饮酒频率代码 LY.00.127 指标数据来源 LY.00.132 随访次数代码 LY.00.136 特殊情况（左）编码 LY.00.137 体格发育评价代码 LY.00.138 外阴代码 LY.00.140 中医健康问答代码 LY.00.142 肿块（右）编码 LY.00.143 腺体（左）编码 LY.00.148 肿块（右）形状编码 LY.00.149 周围组织（左）编码 LY.00.155 新生儿听力筛查代码 LY.00.158 血流分布（左）编码 LY.00.160 边缘特征（左）编码 LY.00.162 病人处理过程代码 LY.00.164 初步诊断异常代码 LY.00.165 初步诊断印象编码 LY.00.167 从事专业类别代码 LY.00.173 导管内癌组织学特性（亚型）编码 LY.00.174 儿童体检年龄代码 LY.00.178 分泌物代码 LY.00.179 接种部位代码 LY.00.180 分泌物检查代码 LY.00.184 康复措施编码 LY.00.186 抗菌类药品分级 LY.00.187 钙化（左）内容编码 LY.00.188 可疑佝偻病体征代码 LY.00.190 口唇情况代码 LY.00.192 巩膜情况代码 LY.00.193 后方回声特征（左）编码 LY.00.195 累及其他组织情况编码 LY.00.196 患者类别编码 LY.00.197 淋巴管侵犯编码 LY.00.131 医疗卫生机构部门代码 LY.00.111 腺体（右）编码 LY.00.9 事件发生场所代码 LY.00.147 新生儿畸形代码 LY.00.213 皮肤编码 LY.00.214 全家每月总收入编码 LY.00.215 认识来源编码 LY.00.216 乳导管扩张（左）编码 LY.00.219 如厕评分 LY.00.251 肿瘤TNM分期代码 | 裴卓
20251021 | 1.5 | 1、LY.00.238 检查部位代码 (1)添加99-其它值域代码 2、LY.00.273 出入库方式 (1)添加07-退货出库值域代码 (2)添加99-其他出库值域代码 | 
20251129 | 1.6 | 1、新增LY.00.305 分娩方式； 2、新增LY.00.306 手术指征； 3、新增LY.00.307 分娩结局 | 

===== TABLE 2 =====
代码 | 名称 | 说明
343 | 工程硕士专业学位 | 
344 | 建筑学硕士专业学位 | 
345 | 临床医学硕士专业学位 | 
346 | 工商管理硕士专业学位 | 
347 | 农业推广硕士专业学位 | 
348 | 兽医硕士专业学位 | 
349 | 公共管理硕士专业学位 | 
350 | 口腔医学硕士专业学位 | 
351 | 公共卫生硕士专业学位 | 
352 | 军事硕士专业学位 | 
401 | 哲学学士学位 | 
402 | 经济学学士学位 | 
403 | 法学学士学位 | 
404 | 教育学学士学位 | 
405 | 文学学士学位学位 | 
406 | 历史学学士学位 | 
407 | 理学学士学位 | 
408 | 工学学士学位 | 
409 | 农学学士学位 | 
410 | 医学学士学位 | 
411 | 军事学学士学位 | 
412 | 管理学学士学位 | 
444 | 建筑学学士专业学位 | 

===== TABLE 14 =====
代码 | 名称 | 说明
C01. | 治则类术语 | 
C01.01. | 治未病法 | 
C01.01.01 | 未病先防 | 
C01.01.02 | 已病防变 | 
C01.01.03 | 瘥后防复 | 
C01.02 | 急则治标 | 
C01.03 | 缓则治本 | 
C01.04 | 标本兼治 | 
C01.05 | 因时制宜 | 
C01.06 | 因地制宜 | 
C01.07 | 因人制宜 | 
C01.08 | 扶正祛邪 | 
C01.09 | 扶正固本 | 
C01.10 | 祛邪扶正 | 
C01.11 | 攻补兼施 | 
C01.11.01 | 先攻后补 | 
C01.11.02 | 先补后攻 | 
C01.11.03 | 寓攻于补 | 
C01.11.04 | 寓补于攻 | 
C01.12. | 正治法 | 
C01.12.01 | 寒者热之 | 
C01.12.02 | 热者寒之 | 
C01.12.03 | 虚则补之 | 
C01.12.04 | 实则泻之 | 
C01.13. | 反治法 | 
C01.13.01 | 寒因寒用 | 
C01.13.02 | 热因热用 | 
C01.13.03 | 塞因塞用 | 
C01.13.04 | 通因通用 | 
C01.14 | 调理阴阳 | 
C01.14.01 | 从阴引阳 | 
C01.14.02 | 从阳引阴 | 
C01.15 | 虚者补其母 | 
C01.16 | 实者泻其子 | 
C02. | 治法类术语 | 
C02.01. | 解表法 | 
C02.01.01 | 调和营卫 | 
C02.01.01.01 | 疏风和营 | 
C02.01.01.02 | 散寒和营 | 
C02.01.01.03 | 化湿和营 | 
C02.01.02 | 辛温解表 | 
C02.01.02.01 | 疏风散寒 | 
C02.01.02.01.01 | 疏风散寒解表 | 
C02.01.02.02 | 发汗解表 | 
C02.01.03 | 辛凉解表 | 
C02.01.04 | 疏邪解表 | 
C02.01.04.01 | 解肌发表 | 
C02.01.04.01.01 | 疏风解表 | 
C02.01.04.02 | 解肌透疹 | 
C02.01.04.02.01 | 疏风透疹 | 
C02.01.04.02.02 | 解毒透疹 | 
C02.01.04.03 | 祛湿解表 | 
C02.01.04.04 | 理气解表 | 
C02.01.05 | 扶正解表 | 
C02.01.05.01 | 益气解表 | 
C02.01.05.02 | 养血解表 | 
C02.01.05.02.01 | 求汗于血 | 
C02.01.05.03 | 滋阴解表 | 
C02.01.05.04 | 温阳解表 | 
C02.01.05.04.01 | 温经解表 | 
C02.01.05.04.02 | 解表通经 | 
C02.02. | 表里双解法 | 
C02.02.01 | 表里双解 | 
C02.02.01.01 | 辛凉清热 | 
C02.02.01.01.01 | 疏风清热 | 
C02.02.01.01.02 | 透表清热 | 
C02.02.01.02 | 解表宣肺 | 
C02.02.01.02.01 | 疏风宣肺 | 
C02.02.01.02.02 | 散寒清肺 | 
C02.02.02 | 解表攻里 | 
C02.02.03 | 解表清里 | 
C02.02.03.01 | 解肌清热 | 
C02.02.03.02 | 解表清肺 | 
C02.02.04 | 解表温里 | 
C02.03. | 涌吐法 | 
C02.03.01 | 涌吐宿食 | 
C02.03.02 | 涌吐痰食 | 
C02.03.03 | 涌吐痰诞 | 
C02.03.03.01 | 涌吐风痰 | 
C02.03.03.02 | 开关涌吐 | 
C02.04. | 攻下法 | 
C02.04.01 | 清热攻下 | 
C02.04.01.01 | 泻结行滞 | 
C02.04.01.02 | 急下存阴 | 
C02.04.02 | 温下实寒 | 
C02.04.02.01 | 温阳通便 | 
C02.04.02.02 | 攻下冷积 | 
C02.04.03 | 益气通下 | 
C02.04.04 | 润燥通便 | 
C02.04.04.01 | 润肠泄热 | 
C02.04.04.02 | 软坚润燥 | 
C02.04.05 | 泻下逐水 | 
C02.04.05.01 | 泻热逐水 | 
C02.04.05.02 | 温阳逐水 | 
C02.04.05.03 | 破积逐水 | 
C02.05. | 和解法 | 
C02.05.01 | 和解表里 | 
C02.05.01.01 | 和解少阳 | 
C02.05.01.02 | 和解透表 | 
C02.05.01.03 | 表里分消 | 
C02.05.01.04 | 开达膜原 | 
C02.05.01.05 | 驱邪截疟 | 
C02.05.02 | 寒温并用 | 
C02.05.02.01 | 平调寒热 | 
C02.05.02.02 | 辛开苦降 | 
C02.05.02.03 | 清上温中 | 
C02.05.02.04 | 温中清肠 | 
C02.05.02.05 | 温下清上 | 
C02.05.03 | 调和气血 | 
C02.05.03.01 | 调气和营 | 
C02.05.03.02 | 调理冲任 | 
C02.05.04 | 调和肝脾 | 
C02.05.04.01 | 疏肝理脾 | 
C02.05.04.02 | 疏肝健脾 | 
C02.05.04.03 | 抑肝扶脾 | 
C02.05.05 | 疏肝和胃 | 
C02.05.05.01 | 解郁和胃 | 
C02.05.05.02 | 抑肝和胃 | 
C02.05.05.03 | 泄肝和胃 | 
C02.05.06 | 调理脾胃 | 
C02.05.06.01 | 健脾和胃 | 
C02.05.06.02 | 养胃和中 | 
C02.05.06.03 | 调中和胃 | 
C02.05.06.04 | 和中缓急 | 
C02.05.06.05 | 调理肠胃 | 
C02.06. | 清热法 | 
C02.06.01 | 清热泻火 | 
C02.06.01.01 | 苦寒清热 | 
C02.06.01.02 | 甘寒清热 | 
C02.06.01.03 | 辛寒清热 | 
C02.06.01.04 | 清热行滞 | 
C02.06.01.05 | 清热止痛 | 
C02.06.01.06 | 清热化斑 | 
C02.06.01.07 | 清热止血 | 
C02.06.02 | 清热解毒 | 
C02.06.02.01 | 清营解毒 | 
C02.06.02.02 | 凉血解毒 | 
C02.06.02.03 | 解毒化斑 | 
C02.06.02.04 | 清心解毒 | 
C02.06.02.05 | 清肺解毒 | 
C02.06.02.06 | 清肝解毒 | 
C02.06.02.07 | 清胃解毒 | 
C02.06.02.08 | 清肠解毒 | 
C02.06.02.09 | 解毒消瘴 | 
C02.06.03 | 清热祛邪 | 
C02.06.03.01 | 清热透邪 | 
C02.06.03.02 | 清热透疹 | 
C02.06.03.03 | 清热宣痹 | 
C02.06.03.04 | 清热凉营 | 
C02.06.03.04.01 | 清营泄热 | 
C02.06.03.04.02 | 清营透热 | 
C02.06.03.05 | 清热凉血 | 
C02.06.03.05.01 | 气血双清 | 
C02.06.03.05.02 | 清营凉血 | 
C02.06.03.05.03 | 凉血清热 | 
C02.06.03.05.04 | 凉血止痢 | 
C02.06.03.05.05 | 凉血化斑 | 
C02.06.03.05.06 | 凉血止血 | 
C02.06.03.05.07 | 凉血润燥 | 
C02.06.03.05.08 | 凉血养阴 | 
C02.06.03.06 | 清热散结 | 
C02.06.03.06.01 | 清热散结止痛 | 
C02.06.03.07 | 清热消肿 | 
C02.06.04 | 清泄里热 | 
C02.06.04.01 | 清宣郁热 | 
C02.06.04.02 | 清心泻火 | 
C02.06.04.02.01 | 清心导赤 | 
C02.06.04.02.02 | 清心凉营 | 
C02.06.04.02.03 | 清心凉血 | 
C02.06.04.02.04 | 清心养阴 | 
C02.06.04.02.05 | 清心安神 | 
C02.06.04.02.06 | 清心泻脾 | 
C02.06.04.02.07 | 清心泻肝 | 
C02.06.04.02.08 | 清心泻肺 | 
C02.06.04.02.09 | 清心泻肾 | 
C02.06.04.03 | 清热泻肺 | 
C02.06.04.03.01 | 清热宣肺 | 
C02.06.04.03.01.01 | 清肺止咳 | 
C02.06.04.03.01.02 | 清肺平喘 | 
C02.06.04.03.02 | 清泄膈热 | 
C02.06.04.03.03 | 清肺化瘀 | 
C02.06.04.03.04 | 清肺止血 | 
C02.06.04.03.05 | 清泻肺胃 | 
C02.06.04.03.06 | 清肺泻肠 | 
C02.06.04.04 | 清脾泄热 | 
C02.06.04.04.01 | 清胃泄热 | 
C02.06.04.04.01.01 | 清热和胃 | 
C02.06.04.04.01.02 | 清热止呕 | 
C02.06.04.04.01.03 | 清胃止血 | 
C02.06.04.04.01.04 | 清胃滋阴 | 
C02.06.04.04.01.05 | 清胃行滞 | 
C02.06.04.04.01.06 | 清胃降逆 | 
C02.06.04.04.02 | 清泻肠热 | 
C02.06.04.04.02.01 | 清肠止血 | 
C02.06.04.04.02.02 | 清肠止泻 | 
C02.06.04.04.02.03 | 清肠止痢 | 
C02.06.04.05 | 清泻肝胆 | 
C02.06.04.05.01 | 清肝泄火 | 
C02.06.04.05.01.01 | 疏肝清热 | 
C02.06.04.05.01.02 | 清肝理气 | 
C02.06.04.05.01.03 | 清肝化瘀 | 
C02.06.04.05.01.04 | 清肝养阴 | 
C02.06.04.05.01.05 | 泻肝清肺 | 
C02.06.04.05.01.06 | 泻肝清胃 | 
C02.06.04.05.02 | 清泄胆热 | 
C02.06.04.05.03 | 清泄相火 | 
C02.06.04.06 | 清热通淋 | 
C02.06.04.07 | 清热调经 | 
C02.06.04.08 | 清热止带 | 
C02.06.04.09 | 清热安胎 | 
C02.06.05 | 清泻虚热 | 
C02.06.05.01 | 潜降虚火 | 
C02.06.05.02 | 咸寒清热 | 
C02.06.05.03 | 清热除蒸 | 
C02.06.06 | 清热养阴 | 
C02.06.06.01 | 清热生津 | 
C02.06.06.02 | 清热止渴 | 
C02.07. | 理气法 | 
C02.07.01 | 理气解郁 | 
C02.07.01.01 | 宣通气机 | 
C02.07.01.02 | 透邪解郁 | 
C02.07.01.03 | 开郁降气 | 
C02.07.01.04 | 宣肺解郁 | 
C02.07.01.04.01 | 宣肺通气 | 
C02.07.01.05 | 疏肝理气 | 
C02.07.01.05.01 | 疏肝利胆 | 
C02.07.01.05.02 | 平肝降逆 | 
C02.07.01.05.03 | 疏肝养血 | 
C02.07.01.05.04 | 疏肝散结 | 
C02.07.01.05.05 | 疏肝化瘀 | 
C02.07.01.05.06 | 疏肝通络 | 
C02.07.02 | 行气降逆 | 
C02.07.02.01 | 宣肺降逆 | 
C02.07.02.01.01 | 宣肺止咳 | 
C02.07.02.01.02 | 降逆平喘 | 
C02.07.02.01.02.01 | 宣肺平喘 | 
C02.07.02.01.02.02 | 泻肺平喘 | 
C02.07.02.02 | 和胃降逆 | 
C02.07.02.02.01 | 降逆止呕 | 
C02.07.02.02.02 | 降逆止呃 | 
C02.07.02.02.03 | 降逆消痞 | 
C02.07.02.03 | 平冲降逆 | 
C02.07.03 | 理气行滞 | 
C02.07.03.01 | 行气和胃 | 
C02.07.03.02 | 理气消痞 | 
C02.07.03.03 | 理气健脾 | 
C02.07.03.04 | 理气消肿 | 
C02.07.03.05 | 行气宽肠 | 
C02.07.03.06 | 利气疏导 | 
C02.07.03.07 | 理气调经 | 
C02.07.03.08 | 理气安胎 | 
C02.07.03.09 | 理气止痛 | 
C02.07.03.10 | 理气通络 | 
C02.07.03.11 | 理气化瘀 | 
C02.07.03.12 | 行气破血 | 
C02.07.03.13 | 理气破积 | 
C02.07.04 | 补气升提 | 
C02.08. | 理血法 | 
C02.08.01 | 活血养血 | 
C02.08.01.01 | 祛瘀生新 | 
C02.08.01.02 | 和营行瘀 | 
C02.08.01.03 | 和血安胎 | 
C02.08.02 | 活血化瘀 | 
C02.08.02.01 | 活血行滞 | 
C02.08.02.01.01 | 化瘀宽胸 | 
C02.08.02.01.02 | 消散瘀血 | 
C02.08.02.01.03 | 行血祛瘀 | 
C02.08.02.01.04 | 活血散结 | 
C02.08.02.02 | 活血消积 | 
C02.08.02.02.01 | 化瘀利水 | 
C02.08.02.02.02 | 化瘀消积 | 
C02.08.02.03 | 破血行瘀 | 
C02.08.02.03.01 | 行血逐瘀 | 
C02.08.02.03.02 | 破瘀消肿 | 
C02.08.02.03.03 | 破瘀散结 | 
C02.08.02.03.04 | 破瘀消癥 | 
C02.08.02.03.05 | 攻下逐瘀 | 
C02.08.02.03.05.01 | 祛瘀下胎 | 
C02.08.03 | 活血舒筋 | 
C02.08.03.01 | 舒筋和络 | 
C02.08.04 | 活血通经 | 
C02.08.04.01 | 通经止痒 | 
C02.08.04.02 | 活血通痹 | 
C02.08.04.03 | 活血祛风 | 
C02.08.04.04 | 化瘀宣肺 | 
C02.08.04.05 | 化瘀宽心 | 
C02.08.04.06 | 化瘀理脾 | 
C02.08.04.07 | 化瘀养胃 | 
C02.08.04.08 | 化瘀养肝 | 
C02.08.04.09 | 活血调经 | 
C02.08.05 | 活血通络 | 
C02.08.05.01 | 和络 | 
C02.08.05.01.01 | 和营通络 | 
C02.08.05.01.02 | 宣痹和络 | 
C02.08.05.01.03 | 消肿和络 | 
C02.08.05.02 | 祛瘀通络 | 
C02.08.05.02.01 | 化瘀通脑 | 
C02.08.05.02.02 | 化瘀和胃 | 
C02.08.05.02.03 | 化瘀疏肝 | 
C02.08.05.02.04 | 通络下乳 | 
C02.08.06 | 活血止痛 | 
C02.08.06.01 | 和营止痛 | 
C02.08.06.02 | 宣痹止痛 | 
C02.08.06.03 | 通经止痛 | 
C02.08.06.04 | 舒筋止痛 | 
C02.08.06.05 | 止血定痛 | 
C02.08.06.06 | 化瘀止痛 | 
C02.08.06.07 | 消癥止痛 | 
C02.08.07 | 活血止血 | 
C02.08.07.01 | 和络止血 | 
C02.08.07.02 | 化瘀止血 | 
C02.08.08 | 化瘀清热 | 
C02.08.08.01 | 凉血化瘀 | 
C02.08.08.02 | 清热化瘀通络 | 
C02.09. | 祛湿法 | 
C02.09.01. | 化湿 | 
C02.09.01.01 | 芳香化湿 | 
C02.09.01.01.01 | 轻清宣化 | 
C02.09.01.01.02 | 宣散湿邪 | 
C02.09.01.01.03 | 行气化湿 | 
C02.09.01.01.03.01 | 祛湿除满 | 
C02.09.01.01.03.02 | 祛湿止泻 | 
C02.09.01.01.03.03 | 祛湿止痢 | 
C02.09.01.01.04 | 辟秽化浊 | 
C02.09.01.01.04.01 | 除湿止带 | 
C02.09.01.01.05 | 祛湿解毒 | 
C02.09.01.01.05.01 | 祛湿止痒 | 
C02.09.01.02 | 散寒除湿 | 
C02.09.01.02.01 | 宣化寒湿 | 
C02.09.01.02.02 | 温化寒湿 | 
C02.09.01.03 | 清热祛湿 | 
C02.09.01.03.01 | 清热化湿 | 
C02.09.01.03.01.01 | 清热化湿行滞 | 
C02.09.01.03.01.02 | 清热化湿解毒 | 
C02.09.01.03.01.03 | 清热化湿通络 | 
C02.09.01.03.02 | 清热利湿 | 
C02.09.01.03.02.01 | 清泄湿热 | 
C02.09.01.03.02.02 | 清化湿浊 | 
C02.09.01.03.02.03 | 清利湿浊 | 
C02.09.01.04 | 健脾化湿 | 
C02.09.01.04.01 | 健脾渗湿 | 
C02.09.01.04.02 | 化湿和中 | 
C02.09.01.04.03 | 温中化湿 | 
C02.09.01.04.04 | 健脾止带 | 
C02.09.01.05 | 除湿通络 | 
C02.09.01.05.01 | 祛湿宣痹 | 
C02.09.01.05.02 | 除湿止痛 | 
C02.09.02. | 燥湿 | 
C02.09.02.01 | 辛香燥湿 | 
C02.09.02.01.01 | 祛风燥湿 | 
C02.09.02.01.02 | 辛香化浊 | 
C02.09.02.01.03 | 辛香健胃 | 
C02.09.02.01.04 | 辛香运脾 | 
C02.09.02.02 | 苦温燥湿 | 
C02.09.02.03 | 苦寒燥湿 | 
C02.09.02.03.01 | 燥湿化浊 | 
C02.09.02.03.02 | 清热燥湿解毒 | 
C02.09.02.04 | 燥湿敛疮 | 
C02.09.03. | 渗湿 | 
C02.09.03.01 | 淡渗分利 | 
C02.09.03.01.01 | 分清泄浊 | 
C02.09.03.01.02 | 宽中利湿 | 
C02.09.03.01.03 | 清心利湿 | 
C02.09.03.02 | 清化三焦 | 
C02.09.03.02.01 | 清宣上焦湿热 | 
C02.09.03.02.02 | 清化中焦湿热 | 
C02.09.03.02.02.01 | 清化脾胃 | 
C02.09.03.02.02.02 | 清利脾经 | 
C02.09.03.02.03 | 清利下焦湿热 | 
C02.09.03.02.03.01 | 清利肝胆 | 
C02.09.03.02.03.02 | 清胆利湿 | 
C02.09.03.02.03.03 | 清利肝经 | 
C02.09.03.02.03.04 | 清利肠道 | 
C02.09.03.02.03.05 | 清利膀胱 | 
C02.09.04. | 利湿 | 
C02.09.04.01 | 利湿化浊 | 
C02.09.04.01.01 | 化湿降浊 | 
C02.09.04.02 | 利水消肿 | 
C02.09.04.02.01 | 祛湿消肿 | 
C02.09.04.02.01.01 | 渗湿利水 | 
C02.09.04.02.02 | 解表利水 | 
C02.09.04.02.02.01 | 疏风利水 | 
C02.09.04.02.03 | 化气利水 | 
C02.09.04.02.03.01 | 散寒利水 | 
C02.09.04.02.03.02 | 宣肺利水 | 
C02.09.04.02.03.03 | 健脾利水 | 
C02.09.04.02.03.04 | 温肾利水 | 
C02.10. | 润燥法 | 
C02.10.01 | 轻宣润燥 | 
C02.10.01.01 | 疏表润燥 | 
C02.10.01.02 | 祛风润燥 | 
C02.10.01.03 | 轻宣凉燥 | 
C02.10.01.04 | 清宣润燥 | 
C02.10.02 | 清热润燥 | 
C02.10.02.01 | 清肺润燥 | 
C02.10.03 | 养血润燥 | 
C02.10.03.01 | 养营润燥 | 
C02.10.03.02 | 养血润肤 | 
C02.10.03.03 | 润肤止痒 | 
C02.10.04 | 滋阴润燥 | 
C02.10.04.01 | 生津润燥 | 
C02.10.04.01.01 | 生津止渴 | 
C02.10.04.01.02 | 润燥止渴 | 
C02.10.04.02 | 增液润肺 | 
C02.10.04.02.01 | 润燥止咳 | 
C02.10.04.03 | 增液通便 | 
C02.10.04.04 | 润燥解毒 | 
C02.11. | 补益法 | 
C02.11.01. | 补气 | 
C02.11.01.01 | 补益心气 | 
C02.11.01.01.01 | 益气生脉 | 
C02.11.01.01.02 | 补益心肺 | 
C02.11.01.02 | 补益肝气 | 
C02.11.01.03 | 补益中气 | 
C02.11.01.03.01 | 补益脾气 | 
C02.11.01.03.01.01 | 补脾止泻 | 
C02.11.01.03.01.02 | 补脾益肺 | 
C02.11.01.03.01.03 | 补益脾肾 | 
C02.11.01.03.02 | 补胃和中 | 
C02.11.01.03.03 | 益气升阳 | 
C02.11.01.03.03.01 | 升阳益气散火 | 
C02.11.01.04 | 补益肺气 | 
C02.11.01.05 | 补益肾气 | 
C02.11.01.05.01 | 补肾纳气 | 
C02.11.01.05.02 | 补肾益肺 | 
C02.11.01.05.03 | 补肾扶元 | 
C02.11.01.05.04 | 补肾安胎 | 
C02.11.01.06 | 益气下胎 | 
C02.11.01.07 | 补气固脱 | 
C02.11.01.07.01 | 益气固脱 | 
C02.11.01.07.02 | 补气回阳 | 
C02.11.01.08 | 补气祛邪 | 
C02.11.01.08.01 | 益气退热 | 
C02.11.01.08.02 | 补气清热 | 
C02.11.01.08.03 | 补气化湿 | 
C02.11.01.08.04 | 补气祛痰 | 
C02.11.01.08.05 | 补气利水 | 
C02.11.02. | 补血 | 
C02.11.02.01 | 补血养心 | 
C02.11.02.01.01 | 补血养神 | 
C02.11.02.01.02 | 养血复脉 | 
C02.11.02.02 | 补血养肝 | 
C02.11.02.02.01 | 养血舒肝 | 
C02.11.02.02.02 | 养血舒筋 | 
C02.11.02.02.03 | 养血平肝 | 
C02.11.02.03 | 养血调血 | 
C02.11.02.03.01 | 养血生津 | 
C02.11.02.03.02 | 养血生发 | 
C02.11.02.03.03 | 养血润肠 | 
C02.11.02.03.04 | 养血和络 | 
C02.11.02.03.05 | 养血止血 | 
C02.11.02.03.06 | 养血调经 | 
C02.11.02.03.07 | 养血安胎 | 
C02.11.02.04 | 补血固脱 | 
C02.11.02.04.01 | 补血温阳 | 
C02.11.02.04.02 | 止血补气固脱 | 
C02.11.02.05 | 养血祛邪 | 
C02.11.02.05.01 | 养血祛风 | 
C02.11.02.05.02 | 养血止痒 | 
C02.11.02.05.03 | 养血止痛 | 
C02.11.02.05.04 | 养血祛痰 | 
C02.11.02.05.05 | 养血清热 | 
C02.11.02.05.06 | 养血清肝 | 
C02.11.02.05.07 | 养血宣痹 | 
C02.11.03. | 滋阴 | 
C02.11.03.01 | 滋阴生津 | 
C02.11.03.01.01 | 滋阴止渴 | 
C02.11.03.02 | 滋阴补血 | 
C02.11.03.03 | 滋补心阴 | 
C02.11.03.03.01 | 滋阴通脉 | 
C02.11.03.04 | 滋补肝阴 | 
C02.11.03.04.01 | 滋阴疏肝 | 
C02.11.03.04.02 | 滋阴柔肝 | 
C02.11.03.04.03 | 滋补肝肾 | 
C02.11.03.04.04 | 滋阴平肝 | 
C02.11.03.04.05 | 滋阴潜阳 | 
C02.11.03.05 | 滋补脾阴 | 
C02.11.03.05.01 | 养胃生津 | 
C02.11.03.05.02 | 滋阴益胃 | 
C02.11.03.05.03 | 滋阴通便 | 
C02.11.03.06 | 滋补肺阴 | 
C02.11.03.06.01 | 润肺生津 | 
C02.11.03.06.02 | 滋阴止咳 | 
C02.11.03.06.03 | 滋阴清肺 | 
C02.11.03.06.04 | 滋肺清肠 | 
C02.11.03.07 | 滋补肾阴 | 
C02.11.03.07.01 | 滋肾纳气 | 
C02.11.03.07.02 | 大补真阴 | 
C02.11.03.08 | 滋阴清热 | 
C02.11.03.08.01 | 滋阴止汗 | 
C02.11.03.08.02 | 滋阴解郁清热 | 
C02.11.03.08.03 | 滋阴清热化湿 | 
C02.11.03.08.04 | 滋阴清热化痰 | 
C02.11.03.08.05 | 滋阴凉营 | 
C02.11.03.08.06 | 滋阴凉血 | 
C02.11.03.08.07 | 滋阴降火 | 
C02.11.03.09 | 滋阴祛邪 | 
C02.11.03.09.01 | 滋阴行气 | 
C02.11.03.09.02 | 滋阴止呕 | 
C02.11.03.09.03 | 滋阴化湿 | 
C02.11.03.09.04 | 滋阴祛痰 | 
C02.11.03.09.05 | 滋阴利水 | 
C02.11.03.09.06 | 滋阴解毒 | 
C02.11.03.09.07 | 坚阴止痢 | 
C02.11.03.09.08 | 滋阴止血 | 
C02.11.03.09.09 | 滋阴通淋 | 
C02.11.03.09.10 | 滋阴化瘀 | 
C02.11.03.09.11 | 滋阴搜邪 | 
C02.11.04. | 补阳 | 
C02.11.04.01 | 补阳益气 | 
C02.11.04.01.01 | 温阳行气 | 
C02.11.04.02 | 温补心阳 | 
C02.11.04.02.01 | 温补心肺 | 
C02.11.04.02.02 | 温补心肾 | 
C02.11.04.03 | 温补肝阳 | 
C02.11.04.04 | 温补脾胃 | 
C02.11.04.04.01 | 温补脾阳 | 
C02.11.04.04.02 | 温补胃阳 | 
C02.11.04.04.03 | 温中和胃 | 
C02.11.04.04.04 | 温中涩肠 | 
C02.11.04.04.05 | 温中止血 | 
C02.11.04.04.06 | 温补脾肾 | 
C02.11.04.05 | 温补肺阳 | 
C02.11.04.05.01 | 温肺止咳 | 
C02.11.04.05.02 | 温肺平喘 | 
C02.11.04.06 | 温补肾阳 | 
